nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,brief_title_matched_count,brief_summary_matched_count
NCT01627522,Evaluation of Finastride Effect in Different Dosage on the Amount of Perioperative Bleeding in Transurthral Resection of Prostate,Preoperative use of finastride will decrease the amount of perioperative blood loss during      and after TURP      The effect of finastride on decreasing the amount of perioperative blood loss during and      after TURP is dose dependent      Finastride will decrease microvascular density in prostate tissue and this effect is dose      dependent,C0220825;C0728940;C0019080;C0033572;C1561574,C0019080;C0442797;C0019080;C0429964;C0429964;C0033572;C1518681;C1518681;C0040771;C0040771;C0442797;C0442797;C0449878;C0449878,0,0,0,0,0,0.007598983,0.006844499,0,0
NCT03795649,The Immunomodulatory Effect of Antrifibrinolytic (Tranexamic Acid) in Total Knee Arthroplasty,"~     The administration of the tranexamic acid (TRAXA), an antifibrinolytic, blocks primary~     fibrinolysis, and thus the haemorrhage, in the early postoperative period. Significant~     surgical operations, as well as trauma, initiate a similar dynamic homeostatic mechanism~     between the creation of a clot (primary and secondary haemostasis) and its dissolution~     (fibrinolysis). Antifibrinolytics have been proven effective in reducing haemorrhage in~     patients who have undergone significant surgical operations with normal fibrinolysis, with~     the use of an appropriate surgical technique.~      A pharmacokinetic study has shown that peak fibrinolytic activity is present for 6 hours~     after the incision and it persists for 18 hours in total knee and hip arthroplasty. The~     administration of the tranexamic acid in optional orthopaedic surgery of total hip (THA) and~     knee (TKA) arthroplasty reduces the postoperative haemorrhage, as well as the number and~     volume of the postoperative autologous blood.~      A trauma in the organism triggers the immunologic response. New term has been introduced -~     the post-traumatic immunosuppression (PTI), characterised by: a change on the immunologic~     cells (neutrophilia, monocytosis, increased number of mesenchymal stromal cells, reduced~     expression of HLA-DR on monocytes, reduced function of natural killer (NK) cells, increased~     lymphocyte apoptosis, a shift in homoeostasis towards the Th2 phenotype facilitated by Treg~     lymphocytes - CD4+CD25+CD127-); a change in production levels of various cytokines~     (anti-inflammatory cytokines): IL-10, IL-4; anti- and pro-inflammatory cytokine: IL-6;~     pro-inflammatory cytokines IL-2, TNF-a, IFN-?); the activation of the complement system (C5a~     and C3a via factor VII - tissue factor system, activated by cell damage).~      Post-traumatic immunosuppression can be made worse by transfusion, haemorrhage, stress,~     significant surgical operation and immunosuppressive drugs.~      The research has shown that Treg lymphocytes CD4+CD25+CD127- have an important role in~     controlling the acquired and innate immunity (comprising 6-8% of all CD4+ lymphocytes).~      Stopping haemorrhage prevents the occurrence of anaemia, as well as the need for transfusion~     of blood products, which lead to developing the post-traumatic immunosuppression (PTI).~   ",C0003893;C0022742;C1527392,C4048329;C4048329;C4048329;C0016017;C0016017;C0016017;C0003893;C0003893;C0085702;C0015502;C0543467;C0150312;C3714660;C3714660;C1457868;C0005767;C0022742;C0022742;C0543467;C0543467;C0032788;C0035150;C4048329;C2946261;C3845829;C3845829;C1611174;C1611174;C1611174;C0019080;C0019080;C0019080;C0019080,0,0,-1,0,0,0.0081103,0.006242039,0,0
NCT01866241,Combating Maternal Mortality in Uganda: An Assessment of the Role of Misoprostol in Prevention of Post-Partum Hemorrhage,Null hypothesis: 10 IU Oxytocin is better than sublingual misoprostol 600µg in management of      third stage of labor Alternative hypothesis: Sublingual misoprostol 600µg is non- inferior to      10 IU oxytocin and will not be more than 6% worse [than 10 IU oxytocin] in management of      third stage of labor,C0085174;C0031809;C0199176;C0019080;C1858460;C1955347;C3871154,C0085174;C0441771;C0085174;C0441771;C0376636;C0376636;C0030095;C0030095;C0030095;C0022864;C1457868;C0022864,0,0,1,5,5,0.008060842,0.006194852,0,0
NCT01143909,Transfusion of Fresh Frozen Plasma in Non-bleeding Intensive Care Unit (ICU) Patients,"With the aim to restrict inappropriate fresh frozen plasma (FFP) transfusions to critically      ill patients, a randomized clinical trial will be conducted in a subgroup of intensive care      (ICU) patients undergoing an invasive procedure. The objective is to assess the effectiveness      and costs of omitting prophylactic FFP transfusion compared to current practice of      prophylactic transfusion, in non-bleeding ICU patients with a coagulopathy.",C0016709;C0085559;C0005841;C0019080;C1509845;C1550655,C0206034;C0016709;C4048276;C0085559;C4553491;C0005779;C0005841;C0005841;C0018017;C0237607;C0019080;C0231218;C0005841;C0009653;C0009653;C0021141,0,0,0,21,7,0.007573078,0.006130582,0,0
NCT02753816,TXA Study in Major Burn Surgery,"~     Major surgery can result in blood loss that can require a blood transfusion during and/or~     after surgery. Tranexamic acid (TXA) is a medication that was first introduced in the 1960's~     as a treatment for heavy menstrual bleeding. Over the past 20 years, it has been used and~     studied in patients undergoing open-heart surgery, liver transplantation, and urologic~     surgery. Investigators believe tranexamic acid may possibly decrease bleeding related to~     major burn surgery, resulting in reduced blood loss, lower blood transfusion rates, and~     possibly decreased hospital costs related to your stay.~      In this study, prior to each surgical procedure to treat the participants burn injury, the~     participant will receive either the drug tranexamic acid or placebo. The placebo is a liquid~     that looks like the tranexamic acid medicine, but does not have any active ingredient in it.~     In this study, both the tranexamic acid and the placebo are considered research.~   ",0,C0040732;C0006434;C3163616;C3163616;C0005767;C0018787;C0023884;C0005767;C4284232;C0032042;C0032042;C0032042;C1320102;C4283938;C3165543;C0332149;C0332149;C0376495,0,0,-1,0,0,0.00081103,0.004574487,0,0
NCT01253811,Safety and Efficacy of Monthly Replacement Therapy With Recombinant Factor XIII (rFXIII) in Paediatric Subjects With Congenital Factor XIII A-subunit Deficiency,"~     This trial will be conducted in Asia, Europe and the United States of America (USA).~      The aim of this clinical trial is to investigate long-term safety of rFXIII when administered~     for prevention of bleeding episodes in children aged between 1 and 6 years with congenital~     FXIII A-subunit deficiency. This trial is an extension to trial F13CD-3760 (mentor™4,~     NCT01230021). If applicable the trial will be extended up to maximum 3 years dependent on~     when recombinant factor XIII will be commercially available in subject's respective country~     for use in children of 1-6 years of age.~   ",C0015528;C0015528,C0015528;C2948600;C0680536;C0233494,79,306,-1,1,1,0.001912374,0.004449642,0,0
NCT01282996,Intraoperative Protective Ventilation in Abdominal Surgery (IMPROVE Study),~     The purpose of this study is to compare the influence of a lung protective ventilation with~     conventional ventilation on postoperative complications following major abdominal surgery.~   ,C0184511,C0024109;C0009566,0,0,-1,255,127.5,0.0081103,0.004153291,0,0
NCT00809393,Dose-ranging Study of Two Doses of Tranexamic Acid During Cardiac Surgery,"~     Cardiac surgery with CardioPulmonary Bypass (CPB) exposes to per and postoperative bleeding,~     and may lead to allogenic blood transfusion re-intervention and many adverse outcomes.~     Prophylactic use of tranexamic Acid (TA) has been shown to decrease blood loss and blood~     transfusion during cardiac surgery.There currently are multiple dosing regimens for TA for~     cardiac surgery.Preliminary dose-response study has shown that low prophylactic dose of TA~     would be as accurate for haemostatic efficacy as higher dose.~      The primary objective of this tri-center, prospective, double-blinded, randomised trial is to~     compare two administrations and dosing regimens of TA during cardiac surgery with CPB on the~     perioperative blood loss.~      In addition to the clinical study, a pharmacokinétic/pharmacodynamic study will be conducted.~      Patients are divided in two groups: low and high risk surgery. Methods: After written~     informed consent, patients are randomly assigned to one of the two treatment groups. The low~     dose TA group is: 10 mg/kg TA given over 15 min, followed by an infusion of 1 mg/kg/h~     throughout the operation, and 1 mg/kg into the CPB prime volume. The high dose group is :30~     mg/kg TA given over 15 min, followed by an infusion of 16 mg/kg/h throughout the operation,~     and 2 mg/kg into the CPB prime volume. Hemodynamic and anaesthesia care will be as usual. A~     blood salvage device will be systematically used. The triggers for transfusion will be: red~     blood cells: haemoglobin less than 8 g/dl or 6 g/dl during CBP; Plasma: PT less than 50% or~     INR more than 1.5; platelets: platelets count less than 50/70 G/mm3; fibrinogen: fibrinogen~     less than 1g/l . All patients will receive standard anaesthesia and perioperative care.~      In 60 consecutive patients in the principal investigator center, 5 blood samples will allow~     to assess the plasmatic concentration of tranexamic acid at different time of the surgery~     procedure:~        1. Baseline~        2. 5 min after the loading dose~        3. 10 min after the beginning of bypass~        4. at the discontinuation of the infusion~        5. 1 hour after the discontinuation Plasmatic dosage will be assessed using a high~          performance liquid chromatography technique.~      Patients will be stratified in two groups for the statistical analysis; low and high risk~     surgery. Analysis will be in intention to treat. 300 patients should be recruited in each~     group to detect an absolute difference of respectively 10% (low risk cardiac surgery) and 20%~     (high risk cardiac surgery) in the number of patients exposed to allogenic blood transfusion~     between patients receiving high dose TA regimen and those receiving low dose TA regimen,~     assuming a power of 80% and a two-tailed value less than 0.05.~   ",0,C0007202;C0008565;C2360800;C3163616;C0016006;C0543467;C0025663;C0032105;C0005767;C0005767;C0005767;C0005767;C0005767;C0005767;C0016006;C3889277;C0543467;C0746919;C0005767;C0332167;C0332167;C0151854,0,0,-1,6,6,0.00081103,0.003976492,0,0
NCT01659619,"Effect of Erythromycin Before Endoscopy of Patients With Subtotal Gastrectomy (STG), High Risk of Gastric Stasis","~     Erythromycin has a prokinetic effect through Motilin receptor. It evokes migrating motor~     complex with longer and stronger contraction.~      In patients with upper gastrointestinal bleeding, It has been shown that erythromycin could~     clear the stomach of blood, so visual examination could be improved.~      Frequent food stasis is encounted when we examine patients with subtotal gastrectomy. It is~     postulated that erythromycin reduce food stasis and help to improve endoscopy in these cases.~   ",C0030600;C0332167,C0030600;C0026594;C0038351;C0005767;C0332128;C0184511;C0596601;C0184511;C0939261,0,0,-1,1,1,0.002334846,0.003923176,0,0
NCT02311985,Comparison of Three Transfusion Strategies for Central Venous Catheterization in Cirrhotics: A Randomized Clinical Trial,~     The aim of this study is to compare three different blood transfusion strategies for~     coagulopathy correction before central venous catheterization in patients with chronic liver~     failure (cirrhosis and/or chronic liver graft dysfunction) admitted in intensive care unit.~   ,C0007430,C1167870;C0007430;C0085559;C1623038;C0005767;C0023884;C2948600;C0023884,0,0,-1,4,4,0.0081103,0.003910782,0,0
NCT01993888,The EVARREST® Fibrin Sealant Patch Liver Study,~     To evaluate the safety and hemostatic effectiveness of EVARREST® Fibrin Sealant Patch~     (EVARREST) versus standard of care treatment (SoC) in controlling parenchymal bleeding during~     hepatic surgery.~   ,C0015982;C0023884,C0205054;C0015982;C0180950;C0376495,713,9180,-1,4,2,0.003343066,0.003830473,0,0
NCT01166243,The Fibrin Pad Liver Study,~     The objective of this study is to evaluate the safety and and hemostatic effectiveness of the~     Fibrin Pad (FP) versus standard of care treatment (SoC) in controlling parenchymal bleeding~     during hepatic surgery.~   ,C0015982;C0023884,C0205054;C0015982;C0180950;C0376495,0,0,-1,13,6.5,0.003343066,0.003830473,0,0
NCT02020525,Blood Transfusions and Immune Response,"~     -  We have previously reported the results of the primary and secondary outcomes of a~          randomized study aiming to investigate the impact of a restrictive transfusion protocol~          on the magnitude of reduction in blood transfusion in a typically mixed general surgery~          population subjected to major abdominal surgery.~        -  The main finding of that study was a reduction in red blood cell usage with the~          implementation of a restrictive transfusion regimen. This was achieved without adversely~          affecting clinical outcome in the population studied.~        -  The aim of this secondary analysis performed on a subgroup of 20 patients from the~          original study was to determine whether there are any differences in the postoperative~          immunologic response, as expressed by the production of inflammatory mediators, between~          a restrictive approach to red cell transfusion and a more liberal strategy.~   ",C0005767,C0243095;C0005767;C0005767;C2948600;C0035150;C0086252;C2947996,0,0,-1,0,0,0.001884528,0.00381526,0,0
NCT00872469,World Maternal Antifibrinolytic Trial,"~     The WOMAN trial is a large pragmatic randomised double-blind, placebo controlled trial to~     quantify the effects of the early administration of tranexamic acid on death, hysterectomy~     and other relevant outcomes. 20,000 adult women, after delivery who have clinically diagnosed~     postpartum haemorrhage, are eligible if the responsible doctor is for any reason~     substantially uncertain whether or not to use an antifibrinolytic agent. Additionally, TWO~     nested studies will be conducted in a subset of women trial participants. The first nested~     study (ETAC) aims to evaluate the effect of tranexamic acid (TXA) on markers of coagulation~     in 400 women randomised to the WOMAN trial. The second nested study (ETAPLAT) aims to~     evaluate the haemostatic effect and antithrombotic effect of TXA in 128 women randomised to~     the WOMAN trial.~   ",C1858460,C0003304;C0020699;C0032042;C0087130;C0032797;C3845829;C0180112,0,0,-1,176,25.14285714,0.001917304,0.003725807,0,0
NCT02446678,Use of PillCam ESO2 in Triaging Patients Present With Upper GIB,"~     Background~        -  Patients presented to hospital with coffee ground vomiting and black stool may not be~          actually having upper gastrointestinal bleeding (UGIB)~        -  Hospital admission can be avoided if serious UGIB can be excluded~        -  To date, the only useful tool to triage patient for hospital admission in UGIB is by~          using clinical score such as Rockall score or Blatchford score~        -  These scores are cumbersome and only exclude the most benign cases, but they are not~          useful in differentiating those who needs intervention~        -  In our pilot study, investigators found that capsule endoscopy can be used to identify~          patients with fresh blood and real coffee ground substance in the stomach and it is~          superior to nasogastric tube~        -  Most of UGI lesions leading to bleeding can be diagnosed by capsule endoscopy~      Objectives The current study is designed~        1. to validate capsule endoscopy is an effective method in identifying patients with UGIB~        2. to study whether the capsule endoscopy can reduce requirement of hospital admission in~          patients with suspected UGIB~        3. to study if capsule endoscopy can help to identify patients with UGIB that may require~          urgent (within 24 hours) endoscopy and intervention~        4. to study the cost-effectiveness of capsule endoscopy being used as a triaging tool in~          the management of UGIB~        5. to compare the effectiveness of capsule endoscopy against Blatchford score in~          identifying patients with UGIB that may require endoscopic intervention.~   ",C0150312,C1510416;C0184666;C0184666;C0184666;C3282907;C0038351;C0040861;C0005767;C0596601;C0221198;C0025663;C0150312;C1630418,0,0,-1,12,12,0.0081103,0.003645303,0,0
NCT01456260,Long-term Extension Study of TAK-438 for the Prevention of Recurrent Gastric or Duodenal Ulcers During Therapy of Non-steroidal Anti-inflammatory Drug (NSAID),"~     The purpose of this study is to evaluate the safety of TAK-438, once daily (QD), during~     long-term concomitant non-steroidal anti-inflammatory drug (NSAID) therapy in patients with a~     history of gastric or duodenal ulcer who require long-term therapy of NSAID.~   ",C0013295;C3536840;C0233494,C0013295;C3536840,0,0,-1,14,14,0.0081103,0.003390249,0,0
NCT02577484,Assessment of Catheter-based Interrogation and Standard Techniques for Fractional Flow Reserve Measurement,~     This study will assess the differences between Fractional Flow Reserve (FFR) measurements~     made by the Navvus catheter and a commercially available pressure guidewire in up to 240~     subjects where FFR is clinically indicated. All subjects will receive diagnostic treatment~     according to clinical indications and center standard practice.~   ,0,C0680536,0,0,-1,4,4,0.00081103,0.003342453,0,0
NCT02686320,Prospective Study of Patients With Rheumatoid Arthritis After the Age of 65,"~     Rheumatoid arthritis (RA) is associated with a higher prevalence of infections, malignancies,~     osteoporotic fractures and cardiovascular diseases. Few data are available regarding the~     prevalence and severity of these comorbidities in elderly RA patients. The purpose of this~     study is to determine the effect of age on prevalence and severity of comorbidities in RA.~   ",C0003873,C0007222;C0003873;C3714514;C0016658,0,0,-1,5,5,0.0081103,0.00323516,0,0
NCT00908245,Ischemic Preconditioning in Major Hepatectomy,"~     To evaluate the accuracy of ischemic preconditioning (IPC) as a protective maneuver against~     ischemia/reperfusion lesion in patients undergoing major liver resection with intermittent~     portal triad Clamping (IPTC).~      Summary Background Data: For sake of safety and to avoid excessive blood loss during~     parenchymal transection, vascular inflow occlusion is an effective trick but may cause~     ischemic damage to the remnant liver and can lead to liver failure in case of chronic liver~     disease. IPTC has been proven to be superior to continuous hepatic pedicle clamping as it~     preserve liver remnant from severe ischemia/reperfusion lesion, so does IPC. Yet, if IPC is~     beneficial if liver resection is performed under IPTC has never been demonstrated in a~     randomised controlled trial (RCT). The investigators designed a RCT to assess the impact of~     IPC in patient undergoing major liver resection with intermittent vascular inflow occlusion.~   ",C0871117;C0019144;C0022116,C0871117;C0085605;C0227514;C3163616;C0022116;C0022116;C0012634;C0205054;C0456605;C0221198;C0221198;C0023884;C0023884;C0023884;C0023884;C0023884;C0023884;C2947996;C0022116;C0022116;C0180112;C0024636,0,0,-1,14,14,0.002738249,0.003234704,0,0
NCT01326949,Transjugular Intrahepatic Portosystemic Shunt (TIPS) for Prevention of Variceal Rebleeding in Cirrhotic Patients With Portal Vein Thrombosis,"~     Portal vein thrombosis (PVT) refers to an obstruction in the trunk of the portal vein. It can~     extend downstream to the portal branches, or upstream to the splenic and/or the mesenteric~     veins. The prevalence of PVT is 10-25% and incidence is about 16% in cirrhotic patients.~     Recent studies demonstrate that the presence of PVT is not only an independent predictor of~     failure to control active variceal bleeding and prevent variceal rebleeding, but also~     significantly associated with increased mortality in patients with liver cirrhosis.~      However, in recent American Association of the Study of Liver Disease (AASLD) practice~     guidelines and Baveno V consensus, no treatment strategies in cirrhotic patients with PVT was~     clearly recommended due to the absence of randomized controlled trials.~   ",C0040053;C0339897,C0028778;C0040053;C0162791;C0012634;C0042449;C0023884;C0023884;C0004083;C1320102;C1623038;C1281393;C0180112;C0376495;C0011546,0,0,-1,17,8.5,0.0081103,0.003155185,0,0
NCT01452750,Efficacy and Safety of TAK-438 for the Prevention of Recurrent Gastric or Duodenal Ulcers During Therapy of Non-steroidal Anti-inflammatory Drug (NSAID),"~     The purpose of this study is to evaluate the efficacy of TAK-438, once daily (QD), compared~     to AG-1749 (Lansoprazole) in patients with a history of gastric or duodenal ulcer who require~     long-term therapy of non-steroidal anti-Inflammatory drug (NSAID).~   ",C0013295;C3536840,C0013295;C0050940;C3536840,0,0,-1,14,14,0.0081103,0.003133701,0,0
NCT00908037,Efficacy and Safety Study of Eltrombopag in Pediatric Patients With Thrombocytopenia From Chronic Idiopathic Thrombocytopenic Purpura (ITP),"~     Phase II, multi-center, 3 part, staggered cohort, open-label and double blind, randomized,~     placebo controlled study involving 3 age-determined cohorts (Cohort 1: between 12 and 17~     years old; Cohort 2: between 6 and 11 years old; Cohort 3: between 1 and 5 years old). Daily~     dosing with eltrombopag will begin with 5 patients in the oldest age cohort in an open label~     fashion, and a review of safety, pharmacokinetic and platelet count data will be performed~     regularly. If no safety concerns are identified after 12 weeks, 18 additional patients will~     be randomised to placebo or eltrombopag (2:1 randomisation). After 7 weeks of randomized~     treatment, all patients will receive eltrombopag in an open label fashion. The total duration~     of treatment with eltrombopag will be 24 weeks. If at the time of the aforementioned 12 week~     review of the first 5 patients no safety issues are identified, dosing will begin in the next~     lower age cohort with an initial group of 5 patients. The same procedure will be followed in~     terms of safety review and subsequent enrolment and randomisation of the additional patients.~     Initiation of the younger age cohort will take place once data from the previous has been~     evaluated. Doses will be adjusted according to platelet counts and tolerability. The study~     will include a review of the safety data by a Data Safety Monitoring Board.~   ",C0857305;C0040034;C1831905,C0032181;C2362502;C1831905;C1831905;C1831905;C1831905;C0032181;C2926735;C0032042;C0032042;C0600091;C0600091;C0180112;C0376495;C0376495,868,30160,-1,37,18.5,0.0081103,0.003001603,0,0
NCT02270242,Ticagrelor With Aspirin or Alone in High-Risk Patients After Coronary Intervention,"~     The purpose of this study is to compare the use of ticagrelor alone versus ticagrelor and~     aspirin together. Both ticagrelor and aspirin stop platelets from sticking together and~     forming a blood clot that could block blood flow to the heart. This study will look to~     determine the effectiveness and safety of ticagrelor alone, compared to ticagrelor plus~     aspirin in reducing clinically relevant bleeding and in reducing ischemic adverse events~     among high-risk patients who have had a percutaneous intervention with at least one~     drug-eluting stent. A patient is considered high-risk if they meet certain clinical and/or~     anatomic criteria.~      Up to 9000 subjects will be enrolled at the time of their index PCI. Subjects meeting~     randomization eligibility criteria at 3 months post enrollment will be randomized to either~     ticagrelor plus aspirin or ticagrelor plus placebo for an additional 12 months. Follow-up~     clinic visits will be performed at 3 months, 9 months and 15 months post enrollment.~   ",C0004057;C1449882,C0302148;C0232338;C1516879;C0004057;C0004057;C0004057;C0004057;C0018787;C0918012;C1522577;C0877248;C0032042;C1516879;C1449882;C1449882;C2947996;C0022116,0,0,-1,0,0,0.002895529,0.00277409,0,0
NCT01169454,Ventriculostomy in Subarachnoid Hemorrhage (SAH): Intracranial Pressure (ICP) Open or Not?,"~     The purpose of this study is to explore two currently accepted methods of intracranial~     pressure (ICP) management through cerebral spinal fluid (CRF) drainage for patients diagnosed~     with subarachnoid hemorrhage (SAH). This is a randomized observational study of two~     physician-prescribed approaches to managing ICP monitoring and CSF drainage for SAH patients.~     The study will enroll only those patients who have ICP monitoring. Because this is an~     observational study, there are no physical risks to the patient, the only risk is loss of~     confidentiality.~   ",C0038525;C0524466,C0038525;C0025663;C0524466;C1370194,0,0,-1,8,8,0.0081103,0.002737078,0,0
NCT01382134,"Effect of Aspirin, Hemodilution and Desmopressin on Platelet Dysfunction","~     Study hypothesis: Desmopressin (DDAVP) can improve platelet function under influence of~     aspirin, hemodilution and mild hypothermia~      Mild hypothermia (34-35oC) is known to cause platelet dysfunction. This could lead to~     increased surgical bleeding and increased transfusion requirement during surgery. Although~     this hypothermia-induced platelet dysfunction seems to be reversible with warming, this is~     not always possible or desirable.~      Desmopressin (DDAVP) is a drug which has proven efficacy in improving platelet function in~     uraemic and cirrhosis patients, and in reducing blood loss in selected surgeries. In a recent~     study, we have found that subcutaneous injection of 1.5 mcg (1/10th the usual dose) is~     already sufficient to fully reverse the platelet dysfunction seen at 32oC. We have~     demonstrated in another study that prolongation of the bleeding time in a 20% hemodiluted~     sample predicts increased postoperative bleeding after total knee replacement.~      We have therefore designed this study as a follow up to our last two studies on DDAVP and~     hypothermia, to investigate whether hemodilution affects hypothermia induced platelet~     dysfunction and the response to DDAVP. In addition, another common cause of perioperative~     platelet dysfunction is the intake of COX inhibitors, particularly aspirin by patients.~     Therefor the effect of aspirin on hypothermia induced platelet dysfunction and the response~     to DDAVP, will also be investigated.~   ",C0011701;C0004057,C0011701;C0011701;C3163616;C1623038;C0332149;C0004057;C0004057;C0004057;C0701195;C0701195;C0701195;C0701195;C0701195;C0022742;C0184511;C0020674;C0020674;C0586328,0,0,-1,3,3,0.002895529,0.002576751,0,0
NCT02442830,Comparing Early Capsule Deployment to Current Standard of Care for Management of Gastrointestinal Bleeding,"~     The objectives of this study are to test whether there are statistically significant~     differences between the standard of care workup workup of non-hematemesis gastrointestinal~     bleeding by endoscopy [upper, lower and other tests], compared with deployment of a video~     capsule as the first test followed by the most appropriate endoscopic procedure based on~     video capsule findings, if needed. The investigators propose to examine differences in time~     to diagnosis, reduction in numbers of procedures, and length of stay between a standard of~     care workup protocol and our proposed protocol of early capsule endoscopy deployment.~   ",C0596601,C0018926;C0011900;C0243095;C0332128;C0596601,3,261,-1,6,6,0.001923237,0.002356446,0,0
NCT00803101,"An Open-label, Randomized, Multicenter Phase IIIb Study to Assess the Efficacy, Safety and Tolerance of BERIPLEX® P/N (Kcentra) Compared With Plasma for Rapid Reversal of Coagulopathy Induced by Vitamin K Antagonists in Subjects Requiring an Urgent Surgical Procedure","~     The purpose of this study is to evaluate efficacy, safety and tolerance of Beriplex® P/N~     (Kcentra) compared with plasma in regard to rapid reversal of coagulopathy induced by vitamin~     K antagonists in subjects who require immediate correction of international normalized ratio~     (INR) because of emergency surgery.~   ",C3653316;C0032105;C4283938,C0032105;C0525032;C0042890,457,18304,-1,76,38,0.001962651,0.002236392,0,0
NCT02104947,Reversal of Dabigatran Anticoagulant Effect With Idarucizumab,~     Evaluate the reversal of the anticoagulant effects of dabigatran by IV administration of 5.0g~     idarucizumab in patients treated with dabigatran etexilate who have uncontrolled bleeding or~     require emergency surgery or procedures.~   ,C2348066;C0003280,C1571583;C2348066;C0003280;C3845829,1399,118708,-1,525,131.25,0.001895351,0.002216955,0,0
